vector:
28,3,0,0,0,0,0,1,186,47,0,0,0,0,1,20,71,31,2,0,0,0,4,18,8,6,0,2,3,0,0,0,26,0,0,0,0,0,0,2,186,4,0,0,0,2,9,93,76,1,0,0,24,45,33,62,5,6,0,1,9,5,1,0,15,1,0,0,0,0,0,0,186,46,0,0,2,3,2,14,148,9,0,0,100,64,4,15,1,5,2,2,36,12,0,0,5,1,0,0,0,0,0,0,186,46,0,0,1,1,0,1,183,16,0,0,92,47,0,4,0,1,3,3,60,18,0,0
9,0,0,0,0,0,0,3,151,2,0,0,0,0,0,74,151,29,8,0,0,0,0,47,3,9,14,4,1,0,0,1,30,1,0,0,0,0,0,6,151,40,2,0,0,0,0,53,151,114,48,0,0,0,0,8,0,65,58,0,0,0,0,0,20,6,0,0,0,0,0,1,127,151,37,0,0,0,0,4,22,151,151,0,0,0,0,0,0,120,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,0,0,0,0,0,23,39,0,0,0,0,0,0,33,73,0,0,0,0,0
0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,61,158,22,10,0,0,0,0,46,2,20,31,0,0,0,0,0,4,1,0,0,0,0,0,0,158,34,1,0,0,0,0,60,158,64,48,0,0,0,0,24,0,16,75,0,0,0,0,0,8,4,0,0,0,0,0,0,158,158,19,0,0,0,0,3,45,158,158,0,0,0,0,1,0,68,158,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,0,0,0,0,0,1,19,30,0,0,0,0,0,0,20,62,0,0,0,0,0
43,2,0,0,0,0,0,0,189,17,0,0,0,0,0,3,135,10,1,0,0,0,0,6,7,6,2,0,0,0,0,1,53,0,0,0,0,0,0,0,189,3,0,0,0,0,0,17,153,1,0,0,0,1,3,25,10,2,0,0,0,0,4,12,50,1,0,0,0,0,0,0,189,8,0,0,0,0,0,18,157,1,0,0,0,1,27,57,1,0,0,0,0,0,49,49,39,0,0,0,0,0,0,1,189,0,0,0,0,0,0,36,145,0,0,0,0,0,27,87,0,0,0,0,1,2,44,24
41,18,51,22,4,2,2,58,20,43,52,60,10,0,2,35,35,120,107,20,0,0,0,0,27,50,36,0,0,0,0,2,59,3,1,4,29,15,12,116,24,18,30,125,145,31,2,20,145,84,39,36,24,6,1,19,92,40,1,0,6,5,2,14,33,24,6,4,22,18,6,13,23,9,6,12,145,122,8,11,145,33,2,2,37,48,14,44,93,30,4,8,20,5,1,5,1,4,2,1,2,39,19,0,1,1,2,2,33,86,56,3,73,17,1,0,5,46,85,47,44,16,3,3,1,0,3,27
2,0,0,22,46,12,3,5,4,33,57,55,98,15,1,1,39,102,56,7,5,1,1,2,4,41,16,0,0,2,2,1,21,4,1,14,91,16,2,8,37,29,10,100,143,14,2,4,143,77,9,20,26,7,5,19,25,21,4,7,23,22,5,8,3,3,2,24,101,33,1,0,25,3,1,48,143,69,51,47,143,10,3,25,20,12,30,134,29,14,16,110,37,4,1,3,0,1,1,1,25,70,39,0,0,0,0,2,27,132,89,23,9,1,5,62,20,31,36,52,10,5,8,86,25,13,37,20
11,23,46,80,18,1,1,21,68,122,99,23,0,0,0,1,53,63,27,0,0,0,0,3,16,32,10,0,0,0,5,13,24,18,21,89,147,38,2,8,147,74,23,23,21,8,2,23,118,46,1,1,13,10,3,17,75,38,0,0,1,1,9,14,18,5,4,7,147,119,9,11,147,41,2,1,26,47,16,44,113,43,7,13,25,5,1,5,107,44,1,1,2,0,0,1,1,1,1,1,23,73,52,2,66,16,0,0,3,42,95,51,55,19,3,2,0,0,5,39,35,40,4,0,0,0,0,6
30,86,62,11,12,3,1,1,13,65,32,6,8,5,4,2,39,58,6,1,0,4,18,10,5,0,0,0,0,9,70,9,119,104,9,11,77,44,14,34,69,64,26,86,79,7,3,12,119,119,16,15,5,1,3,26,60,6,0,0,0,0,37,24,33,3,0,4,29,96,119,60,26,6,3,35,68,51,115,80,119,13,2,4,4,3,33,119,86,2,0,0,0,0,3,44,0,0,70,45,1,47,63,0,1,21,93,19,1,32,86,22,48,55,23,0,0,0,17,61,49,15,1,0,0,0,0,16
3,1,1,20,34,2,13,15,4,2,2,137,137,1,1,0,137,7,3,38,32,0,0,30,97,6,2,3,9,3,1,18,1,10,18,31,85,3,0,1,24,11,6,107,137,31,4,5,137,43,7,25,19,6,4,35,77,31,8,4,4,0,1,10,7,37,15,5,32,17,7,6,11,3,1,5,124,137,84,26,132,9,0,1,8,33,100,137,55,9,1,0,0,0,5,41,7,9,2,0,0,3,39,19,3,3,2,0,0,30,67,18,2,2,8,1,0,9,104,38,5,2,7,2,1,11,38,8
1,12,34,9,6,3,6,2,0,10,106,35,2,2,7,0,0,31,69,18,2,3,2,0,0,3,39,16,6,8,2,0,0,0,4,42,54,9,1,0,8,32,98,136,132,7,0,1,125,136,83,27,11,2,1,6,31,17,9,7,8,37,12,4,4,0,1,12,82,30,7,4,20,5,4,42,136,35,7,28,136,29,4,5,22,10,6,116,78,3,0,1,1,13,19,32,8,3,1,26,105,5,2,3,34,0,0,35,136,6,3,46,132,1,1,0,3,2,2,136,30,2,13,15,3,1,1,20
