vector:
0,0,0,0,5,13,2,0,89,4,0,0,48,69,7,5,155,14,0,0,2,3,4,21,29,0,0,1,5,4,22,106,0,0,0,0,4,5,0,0,60,2,0,0,69,108,4,8,155,26,0,0,5,16,3,23,131,3,0,2,20,11,4,62,0,0,0,0,0,1,0,0,12,0,0,0,17,155,26,6,155,21,0,0,8,79,16,23,155,12,0,0,3,14,8,22,0,0,0,0,0,0,0,0,0,0,0,0,40,75,5,0,138,15,0,0,59,77,4,11,155,37,0,0,0,0,1,3
3,1,0,10,24,7,11,9,7,0,0,72,67,0,0,2,139,0,1,26,17,0,0,107,119,0,0,0,0,0,0,65,0,0,0,43,96,10,9,2,52,6,3,116,100,0,0,5,139,24,1,14,6,0,0,99,64,4,0,0,0,0,0,25,0,0,0,119,113,0,0,0,94,11,2,126,78,0,0,6,139,78,1,3,1,0,0,8,10,7,0,0,0,0,0,0,1,0,0,104,113,0,0,0,108,8,1,55,40,0,0,16,73,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,53,28,0,0,74,1,0,0,72,45,2,28,184,4,0,0,2,3,1,69,38,1,0,0,0,0,0,4,0,0,0,1,75,17,0,0,104,12,0,3,122,14,1,5,184,41,0,1,4,0,0,9,50,4,0,0,0,0,0,0,0,0,0,5,77,7,0,0,108,2,0,5,142,3,0,12,184,5,0,0,4,0,0,33,54,1,0,0,0,0,0,2,0,1,1,11,53,0,0,0,105,0,0,12,96,1,0,10,184,0,0,0,1,0,0,27,33,1,0,0,0,0,0,2
27,0,0,8,32,27,2,4,154,3,0,1,4,2,0,42,131,42,31,14,0,0,0,9,24,119,73,7,0,0,0,0,42,2,2,21,16,10,8,3,154,19,1,4,3,3,2,9,79,18,31,77,23,4,6,13,1,46,89,27,3,3,55,53,20,0,0,0,18,49,14,3,154,17,0,1,13,23,5,11,84,5,0,8,18,13,35,100,13,2,26,38,8,3,59,141,4,0,0,0,30,34,1,1,154,7,0,0,24,32,3,16,147,3,0,2,12,5,8,79,4,0,10,49,62,30,16,20
15,2,3,20,3,1,2,2,154,12,1,4,1,0,1,14,154,34,0,0,0,0,0,3,90,26,1,0,0,0,0,26,19,1,1,1,1,4,4,5,154,11,1,0,0,2,2,37,154,121,55,2,0,0,0,6,32,154,110,0,0,0,0,2,19,1,1,0,0,0,5,10,154,12,2,0,0,0,5,30,79,29,37,7,0,1,21,62,3,50,66,6,0,2,50,41,3,0,0,0,0,0,9,5,154,0,0,0,0,0,14,54,96,0,0,5,10,10,15,93,7,8,21,31,20,18,29,24
103,11,2,1,0,2,3,7,132,65,30,5,0,0,2,14,6,81,127,6,0,1,24,45,55,132,87,1,0,0,13,17,61,4,0,0,0,0,12,19,132,17,1,1,1,2,10,75,30,6,17,37,30,30,44,94,106,50,21,15,5,5,34,63,10,0,0,0,0,2,22,10,132,12,0,0,1,8,38,50,110,9,0,2,11,38,103,68,16,2,1,1,11,22,102,115,0,0,0,0,1,4,5,0,101,28,0,0,7,35,14,8,132,60,0,0,0,2,7,22,24,9,3,10,24,11,10,24
7,5,3,0,0,0,20,75,12,14,7,0,0,0,11,66,31,7,1,0,0,0,2,47,20,0,0,0,0,0,3,55,5,28,117,12,0,0,1,5,15,88,124,0,0,0,0,3,119,93,20,0,0,0,0,24,60,2,0,0,0,0,4,100,1,14,64,14,4,38,56,0,87,75,50,0,0,15,12,5,124,74,3,0,0,0,0,46,114,25,0,0,0,0,1,68,0,0,0,0,5,104,124,2,28,40,4,1,44,124,19,1,108,124,7,1,6,4,0,1,124,119,0,0,0,0,0,2
98,13,1,0,0,0,0,16,137,137,7,0,0,0,3,47,58,137,36,57,27,4,3,13,0,4,7,122,137,49,3,0,32,0,0,0,0,0,0,42,137,11,0,0,1,2,31,137,61,32,9,19,37,30,45,75,26,2,3,17,69,135,51,22,7,0,0,0,0,0,0,8,137,28,0,0,1,3,3,44,88,16,0,1,55,67,10,17,78,8,1,2,59,35,9,20,0,0,0,0,0,0,0,1,76,15,0,0,1,10,27,24,57,27,9,21,29,16,5,6,19,19,17,20,39,7,4,2
48,0,0,0,0,0,5,80,140,0,0,0,7,9,65,140,34,6,8,15,70,40,59,54,25,2,5,18,65,115,47,36,61,0,0,0,0,0,3,31,140,3,0,1,19,11,4,61,57,2,0,2,131,73,11,27,108,2,0,8,89,32,15,59,13,0,0,0,1,16,34,18,140,28,8,11,12,26,41,50,43,21,23,54,85,13,1,3,70,36,22,57,88,2,0,5,0,0,0,0,24,34,6,0,22,11,4,7,68,71,16,12,9,12,18,30,14,56,51,6,3,21,20,47,106,20,31,4
9,21,101,118,8,0,0,2,19,105,118,16,0,0,0,2,1,36,110,29,6,4,0,0,1,4,8,32,17,14,3,0,64,10,12,118,41,0,1,59,49,53,81,75,61,3,3,37,105,118,80,15,4,1,1,11,50,14,1,1,3,11,36,36,118,38,3,23,24,5,1,23,35,21,6,25,113,76,34,28,118,29,5,4,7,15,28,103,118,33,1,0,0,1,6,29,54,61,28,0,4,5,3,4,37,78,20,0,3,23,33,12,37,31,17,0,0,5,31,80,44,32,19,0,0,0,0,16
